Crash_Date,Crash_Time,Aircraft_Type,Aircraft_SN,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Defense_Type,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Status,Pilot_Condition,Pilot_Recovered,Latitude,Longitude
1965-08-31,0740D,F-105D,610185,KRT,18TFW,67TFS,,Napalm,Bridge,/10,_,1,30,3000,450,At target,Fuselage,N,NVn,NVn,Moderate 37mm AAA,N,Maj,Bollinger W. H.,Ejection,Recovered,Uninjured,USAF Helo,21.083333333333332,104.33333333333333
1965-09-02,0930D,F-105D,624389,_,6441TFW,36TFS,,_,Bridge,11000/15,Dive,1,45,0,500,At target,_,N,NVn,NVn,Light 37/57mm AAA (prob.),_,Capt,Collins J. Q.,Ejection,POW (returned),_,_,21.0,104.48333333333333
1965-09-04,0140D,F-4C,637700,UBN,8TFW,47TFS,,_,My Hoa barracks areas,/15,Strafe,1,0,1500,0,At target,_,_,NVn,NVn,,_,Capt,Branch J. A.,Crash,KIA,_,_,19.25,105.61666666666666
1965-09-06,0105D,F-105D,624337,KRT,18TFW,67TFS,,_,Radio station,13000/20,Dive,0,0,6000,500,At target,Tail,Y,NVn,Sea,Heavy gunfire,N,Capt,Clark J. T.,Ejection,Recovered,Uninjured,USAF Helo,18.083333333333332,105.93333333333334
1965-09-10,0930D,A-1E,52132669,UDN,6250TFW,_,,_,_,/..,_,0,0,0,0,On station,_,_,NVn,Sea,Gunfire,N,Capt,Graybill,Crashlanded,Recovered,Injured,u Helo,17.666666666666668,106.83333333333333
1965-09-13,_,F-100,553631,_,474TFW,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,Sea,Gunfire,N,Capt,Orf P. E.,Ejection,Recovered,Minor injuries,USN Helo,12.216666666666667,109.26666666666667
1965-09-16,0304D,F-105D,610217,KRT,18TFW,_,,Napalm,SAM site,/15,_,1,0,150,510,At target,Fuselage,Y,NVn,NVn,37/57mm AAA,N,LtCol,Risner R.,Ejection,POW (returned),Minor injuries,_,19.983333333333334,105.9
1965-09-16,0315D,F-105D,610189,KRT,18TFW,_,,_,SAM site,/20,_,0,0,0,0,At target,_,Y,NVn,NVn,Moderate 37/57mm AAA (prob.),N,Maj,Merritt R. J.,Ejection,POW (returned),Uninjured,_,20.033333333333335,105.95
1965-09-17,0450D,F-105D,624247,KRT,18TFW,67TFS,,_,Barracks building,/..,Dive,0,0,500,0,At target,Aft fuselage,N,NVn,NVn,Moderate 37mm AAA,N,1Lt,Klenda D. A.,Ejection,KIA,_,_,21.166666666666668,104.18333333333334
1965-09-18,_,O-1E,564167,_,_,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,_,1Lt,Walters G. E.,Crashlanded,Recovered,Minor injuries,_,,
1965-09-20,0310D,F-105D,624238,KRT,18TFW,67TFS,,_,Bridge,/..,Dive,1,30,0,350,At target,_,N,NVn,NVn,Gunfire (poss. combat associated),p,Capt,Hawkins E. L.,Crash,KIA,_,_,20.883333333333333,103.61666666666666
1965-09-20,0340D,F-104C,560883,DNG,6252TFW,436TFS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,HNN,(Combat associated),_,Capt,Smith P. E.,Ejection,POW (returned),_,_,18.416666666666668,108.0
1965-09-20,0753D,F-105D,610082,TKL,_,334TFS,,_,Bridge,6000/7,Dive,0,0,0,0,At target,_,Y,NVn,NVn,Heavy gunfire,_,Capt,Forby W. E.,Ejection,POW (returned),_,_,18.1,105.75
1965-09-20,_,F-100,563177,_,_,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,_,Capt,Reynes J.,Ejection,Recovered,Minor injuries,_,,
1965-09-21,0835D,F-105D,610200,_,23TFW,562TFS,,_,Military building,/15,Dive,1,0,4500,500,At target,_,Y,LS,LS,Moderate 57mm AAA,N,Capt,Greenwood F. R.,Ejection,Recovered,Minor injuries,USAF Helo,17.6,105.71666666666667
1965-09-23,_,F-100,553738,BHA,27TFW,429TFS,,_,Enemy troops,/..,Strafe,6,0,0,0,At target,_,Y,SVn,SVn,Gunfire,_,1Lt,Marlowe G. W.,Ejection,Recovered,_,u Helo,,
1965-09-24,0905D,F-4C,640700,_,15TFW,47TFS,,_,Vinh Linh army barracks,4000/5,Pull up,1,0,5000,500,At target,_,Y,SVn,NVn,Heavy 37/57mm AAA,N,Capt,Gravis J. D.,Ejection,Recovered,Uninjured,USAF Helo,17.166666666666668,107.16666666666667
1965-09-24,_,F-100,562923,_,_,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,_,Maj,Barbena M. W.,_,Recovered,Uninjured,USAF Helo,,
1965-09-27,0850D,RF-101C,566204,_,_,15RTF,,_,Bridge,/5,Level,1,0,500,540,At target,Fuselage,Y,NVn,NVn,Gunfire,N,Capt,Hall G. R.,Crash,POW (returned),_,_,20.2,106.13333333333334
1965-09-29,0730D,F-100D,553613,TSN,27TFW,481TFS,,_,_,/..,_,0,0,0,0,_,Right wing,Y,SVn,SVn,Gunfire,N,Capt,Holmes S. H.,Ejection,Recovered,Minor injuries,_,9.966666666666667,105.78333333333333
1965-09-30,0723D,F-4C,640680,UBN,15TFW,47TFS,,_,Ninh Binh RR and highway bridge,/10,Dive,0,15,5500,475,At target,_,Y,NVn,NVn,Heavy 57mm AAA,_,Capt,Chesnutt C.,_,KIA,_,_,20.266666666666666,105.98333333333333
1965-09-30,0731D,F-105D,610119,TKL,_,334TFS,,_,Ninh Binh RR and highway bridge,20000/7,Orbit,0,0,18000,400,At target,_,Y,NVn,NVn,SAM,_,LtCol,Killian M. J. Jr,Crash,KIA,_,_,20.183333333333334,106.03333333333333
1965-10-01,0550D,F-4C,637712,TKL,15TFW,47TFS,,_,Ban Tain staging area,/8,Dive,1,0,2500,475,At target,_,Y,NVn,NVn,Light small arms,_,Capt,Scharf C. J.,Ejection,MIA,_,_,21.166666666666668,104.65
1965-10-01,1110Ds,F-100,553543,BHA,832AD,429TFS,,_,_,/9,Dive,4,0,1000,450,At target,_,_,SVn,SVn,Gunfire,_,1Lt,Offutt G. P.,Crash,KIA,_,_,10.333333333333334,105.7
1965-10-04,_,A-1E,52134915,BHA,6251TFW,_,,_,_,/..,Strafe,2,0,0,0,_,_,_,SVn,SVn,Gunfire,_,Capt,Allen C. F.,Crash,KIA,_,_,,
1965-10-05,0034D,F-100,563074,TSN,_,481TFS,,_,_,/15,_,3,0,0,0,At target,_,_,SVn,Sea,Automatic weapons/small arms,_,1Lt,Hauschildt J. C.,Crash,KIA,_,_,14.166666666666666,109.25
1965-10-05,0400D,F-105D,624295,TKL,6441TFW,_,,_,Lang Met highway bridge,/..,_,1,0,0,0,At target,_,_,NVn,NVn,37/57mm AAA (poss. combat associated),_,Maj,Pogreba D. A.,_,MIA,_,_,21.516666666666666,106.28333333333333
1965-10-05,0415D,F-105D,624376,TKL,_,36TFS,,_,Lang Met highway bridge,/10,Dive,1,0,1500,480,At target,_,Y,NVn,NVn,AAA,_,Capt,Seeber B. G.,Ejection,POW (returned),_,_,21.516666666666666,106.28333333333333
1965-10-05,0444D,F-4C,637563,UBN,15TFW,47TFS,,_,Lang Met ammunition depot,/9,Dive,1,0,1500,470,At target,Left fuselage,Y,NVn,NVn,Heavy gunfire,_,Capt,Hivner J. O.,Ejection,POW (returned),Uninjured,_,21.633333333333333,106.55
1965-10-05,_,RF-101C,560178,UDN,_,15RTS,,_,_,/..,_,0,0,0,0,At target,_,Y,NVn,SVn,AAA,N,Capt,Pitts R. W.,Crashlanded,Recovered,Minor injuries,_,16.05,108.2
1965-10-12,0330D,A-1E,52133910,BHA,6251TFW,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,Sea,Gunfire,_,Capt,Rice D. W.,Crash,Recovered,Injured,u Helo,13.033333333333333,109.33333333333333
1965-10-13,0607D,F-105D,610180,TKL,23TFW,562TFS,,_,Bridge,/10,_,0,0,2000,0,At target,_,_,NVn,NVn,Gunfire,N,Maj,Randall J. P.,Ejection,Recovered,Minor injuries,USAF Helo,21.533333333333335,103.31666666666666
1965-10-14,2328D,F-105D,624333,TKL,6441TFW,36TFS,,_,Barracks and storage area,7000/10,Dive,1,0,0,0,At target,_,N,NVn,NVn,Heavy 37mm AAA,N,Capt,Sima T. W.,Ejection,POW (returned),_,_,20.8,104.78333333333333
1965-10-14,2335D,F-105D,624305,TKL,6441TFW,36TFS,,_,Diverted to RESCAP,7000/10,_,0,0,0,0,On station,_,_,NVn,NVn,(Combat associated),_,Capt,Schuler R. H.,_,KIA,_,_,20.8,104.76666666666667
1965-10-18,0805D,F-4C,640730,KRT,8TFW,68TFS,,_,Bridge,7000/10,Dive,1,0,7000,400,At target,_,N,NVn,NVn,Gunfire (prob. combat associated),_,Capt,Collins T. E.,Ejection,POW (returned),_,_,18.083333333333332,105.8
1965-10-18,_,O-1E,562600,CRB,6253CSQ,20TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Maj,Pyles H. B.,_,KIA,_,_,,
1965-10-20,1015D,B-57,533920,DNG,6251TFW,8TBS,,_,_,/..,_,7,0,1000,350,Enroute,_,_,SVn,SVn,Automatic weapons,N,Maj,Hamilton G. T.,Ejection,Recovered,Minor injuries,_,13.616666666666667,107.83333333333333
1965-10-21,1735N,A-1E,52133897,BHA,6251TFW,1ACS,,_,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,Capt,Elliott M. C.,Ejection,Recovered,Minor injuries,USAF Helo,13.583333333333334,107.95
1965-10-22,0508D,F-105D,624350,TKL,6441TFW,36TFS,,_,SAM site,2000/5,Level,1,0,400,550,At target,_,Y,NVn,NVn,Heavy automatic weapons,N,Maj,Cherry F. V.,Ejection,POW (returned),_,_,21.183333333333334,106.45
1965-10-22,1200N,RB-66,530452,TSN,6250CSG,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Capt,Mann R. L.,Crash,KIA,_,_,13.983333333333333,107.61666666666666
1965-10-22,_,A-1E,52132442,BHA,6251TFW,602TFS,,_,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,Capt,Burr M. W.,Crashlanded,Recovered,Injured,_,13.583333333333334,107.88333333333334
1965-11-01,0308D,RF-101C,560174,UDN,_,15TFW,,_,SAM site,4000/1,Level,0,0,500,400,At target,_,Y,NVn,NVn,Heavy 12.7mm AAA (prob.),N,Capt,Huggins N. T.,Ejection,Recovered,Uninjured,USAF Helo,20.85,107.48333333333333
1965-11-02,0444D,O-1F,572964,BHA,6253TFW,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,_,Capt,Moore G. H.,Crashlanded,Recovered,Minor injuries,_,10.916666666666666,107.41666666666667
1965-11-03,0921D,F-105D,610163,TKL,23TFW,562TFS,,_,Bridge,12000/7,Dive,1,30,0,0,At target,_,_,NVn,NVn,(Combat associated),p,Capt,Bowles D. P.,Crash,KIA,_,_,21.483333333333334,104.4
1965-11-05,0458D,F-105D,624342,KRT,355TFW,357TFS,,_,_,1500/2,_,1,0,6500,470,At target,_,Y,NVn,NVn,SAM,_,LtCol,McCleary G. C.,_,KIA,_,_,20.216666666666665,105.71666666666667
1965-11-06,0335D,A-1E,52132469,UDN,6251TFW,_,,_,RESCAP for Oak 01,10000/10,Level,0,0,200,0,_,_,Y,NVn,NVn,Heavy gunfire,_,Capt,Bolstad R. E.,Ejection,POW (returned),Uninjured,_,20.1,105.6
1965-11-06,0630D,A-1E,52132439,UDN,6251TFW,_,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,Gunfire,_,Capt,McKnight G. G.,_,POW (returned),_,_,19.816666666666666,105.6
1965-11-13,0150D,F-100,552795,TSN,_,481TFS,,_,_,10000/10,_,0,0,0,0,_,_,_,SVn,SVn,Small arms,N,Capt,Summers C. M.,Ejection,Recovered,Uninjured,u Helo,,
1965-11-14,1400N,A-1E,52132898,BHA,_,1ACS,,_,Supply area,4500/9,Dive,8,0,100,270,At target,_,Y,SVn,SVn,Heavy automatic weapons,_,Capt,McClellan P. T.,Crash,KIA,_,_,14.4,107.66666666666667
1965-11-16,0723D,F-105D,624332,KRT,6234TFW,469TFS,,_,Road,3000/7,_,0,0,4000,400,Return,_,Y,NVn,Sea,SAM,_,Capt,Green D. G.,Ejection,KIA,_,_,20.7,107.46666666666667
1965-11-18,0610D,F-105D,610062,KRT,6234TFW,469TFS,,_,_,/..,_,0,0,5000,0,_,Left wing,Y,NVn,NVn,Gunfire,N,Capt,Mahaffey L. C.,Ejection,Recovered,Uninjured,USAF Helo,18.233333333333334,105.38333333333334
1965-11-21,0810D,O-1E,562535,PLK,2AD,21TASS,,_,_,/..,_,0,0,0,0,_,Fuselage,_,SVn,SVn,Small arms,_,Maj,Roestel R. E.,Crashlanded,Recovered,Minor injuries,_,,
1965-11-28,0410D,F-105D,624285,TKL,355TFW,335TFS,,_,Barracks,2000/3,Strafe,0,0,0,0,At target,_,_,NVn,NVn,(Combat associated),_,Capt,Reynolds J. A.,Ejection,POW (returned),_,_,20.916666666666668,104.76666666666667
1965-11-28,0550D,F-4C,640729,CRB,5256TFW,557TFS,,_,_,3500/..,Dive,0,0,0,0,At target,Left engine,Y,SVn,SVn,Automatic weapons,N,Capt,Street R. D.,Ejection,Recovered,Minor injuries,USAF Helo,14.05,108.03333333333333
1965-11-29,_,C-123,540651,TSN,6250CS,309ACS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,N,Capt,Rutledge J. T.,_,Recovered,_,_,,
1965-12-01,0708D,F-105D,610182,TKL,355TFW,334TFS,,_,Cao Nung railroad bridge,3000/10,Dive,1,0,8000,515,At target,Tail,N,NVn,NVn,Heavy aimed 37mm AAA,_,Capt,Reitmann T. E.,_,KIA,_,_,21.533333333333335,106.46666666666667
1965-12-07,0200D,F-4C,640723,CRB,12TFW,557TFS,,_,_,15000/..,_,0,0,0,0,_,_,_,SVn,SVn,Automatic weapons,_,Capt,Sala J. D.,Crash,KIA,_,_,14.833333333333334,108.0
1965-12-14,0209D,B-57,522565,DNG,405FW,8TBS,,_,VietCong,7500/7,Dive,2,0,7500,225,At target,_,_,SVn,SVn,Gunfire,p,Capt,Moroney R. J.,Crash,KIA,_,_,13.533333333333333,107.7
1965-12-14,0850D,O-1E,564191,_,2AD,21TASS,,_,_,4000/6,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Capt,Kindel J. C.,Crash,KIA,_,_,,
1965-12-15,0200D,F-102,553373,TSN,_,599FIS,,_,_,/..,_,0,0,0,0,_,Fuselage,_,SVn,SVn,Gunfire,N,1Lt,Scheu R. D.,Ejection,Recovered,Uninjured,_,,
1965-12-15,0422D,F-105D,624363,TKL,355TFW,334TFS,,_,Uong Bi power plant,2500/7,_,0,0,2500,450,_,_,Y,NVn,NVn,Light 37mm AAA,N,Capt,Dewitt H. D.,Ejection,Recovered,Minor injuries,USAF Helo,20.7,107.4
1965-12-16,_,F-5,638425,BHA,TAC,ProvTestSqn,,_,_,/..,Strafe,0,0,0,0,At target,_,Y,SVn,SVn,Automatic weapons/small arms (poss. combat associated),_,Maj,Baggett J. B.,Ejection,Recovered,Died injuries,_,,
1965-12-17,1500N,AC-47,4349492,BHA,6250CS,4ACS,,_,None,/..,_,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire (poss. combat associated),_,Maj,Abbot R. W.,Crash,KIA,_,_,,
1965-12-17,_,O-1E,572873,BHA,3TFW,_,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,_,Capt,Hawley D. R.,Crash,KIA,_,_,,
1965-12-19,0900D,F-4C,637527,UBN,8TFW,433TFS,,_,Ban Can highway bridge,800/..,Climb,0,0,20000,450,Return,Right fuselage,_,NVn,THL,SAM,N,Capt,Kan R. S.,Ejection,Recovered,Uninjured,u Helo,17.25,104.08333333333333
1965-12-20,0725D,F-105D,610090,TKL,355TFW,354TFS,,_,Vu Chua railroad bridge,1000/..,_,0,0,4000,350,At target,_,Y,NVn,NVn,37/57mm AAA,N,Capt,Ruffo J. S.,Ejection,Recovered,Minor injuries,USAF Helo,20.333333333333332,107.58333333333333
1965-12-20,0800D,F-4C,640678,UBN,8TFW,433TFS,,_,_,3500/5,_,0,0,3000,500,_,Fuselage,Y,NVn,NVn,Heavy 85mm AAA,_,1Lt,Mims G. I. Jr,_,KIA,_,_,21.416666666666668,106.61666666666666
1965-12-20,0825D,F-100F,581231,KRT,6234TFW,_,,_,SAM site,5000/10,Dive,1,0,3000,500,At target,Aft fuselage,Y,NVn,NVn,Heavy 100mm AAA,_,Capt,Pitchford J. J.,Ejection,POW (returned),_,_,21.416666666666668,107.08333333333333
1965-12-20,_,C-130,621843,NTR,315OG,345TCS,,_,None,/..,_,0,0,0,0,At target,_,Y,SVn,SVn,Gunfire,_,1Lt,Smith D. C.,Crash,KIA,_,_,,
1965-12-21,0013D,F-105D,591823,KRT,6234TFW,421TFS,,_,Bridge,/..,Dive,1,0,7000,450,At target,Aft fuselage,Y,NVn,LS,Moderate 57mm AAA,N,Capt,Sullivan J. V.,Ejection,Recovered,Uninjured,USAF Helo,17.866666666666667,105.71666666666667
1965-12-24,0250D,AC-47,451120,DNG,6252TFW,4ACS,,_,Targets of opportunity,3000/..,_,0,0,0,0,_,_,_,LS,LS,(Combat associated),_,Maj,Jeffords D. B.,_,MIA,_,_,16.633333333333333,104.63333333333334
1965-12-24,_,O-1E,564166,_,2AD,21TASS,,_,Marking friendly troops,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,N,1Lt,Hastings C. W.,Crashlanded,Recovered,Major injuries,_,,
1965-12-29,0945D,F-100D,533719,TSN,_,416TFS,,_,_,/..,Level,0,0,1000,400,_,_,_,SVn,SVn,Gunfire,N,Capt,Schlick C. M.,Ejection,Recovered,Uninjured,Army Helo,16.7,106.28333333333333
1966-01-02,0109D,O-1F,572889,BHA,3TFW,3CAMRON,,_,_,/..,_,0,0,3000,0,_,_,Y,SVn,SVn,Gunfire,_,Capt,Halbower H. K.,Crash,KIA,_,_,10.833333333333334,106.33333333333333
1966-01-06,2159Dn,C-130,610972,TSN,_,315ACS,,_,_,/..,_,0,0,0,0,_,_,Y,SVn,SVn,37/57mm AAA,_,Capt,Callahan R.,Crash,KIA,_,_,14.0,108.08333333333333
1966-01-09,1105Ds,C-123,540676,TSN,6250CSG,_,,_,_,/..,_,0,0,0,0,_,Fuselage,Y,SVn,SVn,Sabotage (prob. combat associated),N,Capt,Coulter,Crashlanded,Recovered,_,_,,
1966-01-09,2355D,F-100D,563166,BHA,3TFW,_,,Napalm,Gun site,10000/9,_,3,0,300,450,At target,Right wing,Y,SVn,SVn,Heavy automatic weapons (12.7mm AAA),N,Capt,Kanaar L. K.,Ejection,KIA,_,_,11.616666666666667,106.7
1966-01-11,0800D,F-105D,591736,TKL,355TFW,334TFS,,_,Bridge,/7,Pull up,1,45,4500,500,At target,Fuselage,Y,LS,LS,Light automatic weapons,N,Capt,Stell J. R.,Ejection,Recovered,Uninjured,USAF Helo,19.45,103.66666666666667
1966-01-13,1445N,A-1E,52133989,PLK,2AD,1ACS,,_,Personnel,/6,Pull up,0,0,1200,280,At target,_,_,SVn,SVn,Mid-air collission (combat associated),_,Capt,Middlebrooks R. N.,Crash,KIA,_,_,,
1966-01-13,1445N,C-123,554519,NTR,6253CS,310ACS,,_,Qui Nhon area,/..,_,0,0,1200,0,At target,_,_,SVn,SVn,Mid-air collission (combat associated),_,Capt,Anderson W. L.,Crash,KIA,_,_,,
1966-01-16,0545D,F-4C,637469,CRB,12TFW,559TFS,,_,Supply area,/9,Strafe,6,0,200,450,At target,Left fuselage,Y,LS,LS,Moderate small arms,N,Capt,Gagan J. A.,Ejection,Recovered,Uninjured,USAF Helo,15.933333333333334,106.7
1966-01-16,0850D,F-105D,591719,TKL,355TFW,354TFS,,_,Automatic wepapons site,/..,Strafe,3,0,1100,0,At target,_,N,LS,LS,37mm AAA,_,Capt,Wood D. C.,_,MIA,_,_,19.533333333333335,103.13333333333334
1966-01-26,0735D,RF-101C,560084,_,_,20TRS,,_,Xuan Son barracks,2000/..,Level,1,0,1500,0,At target,_,_,NVn,NVn,Gunfire,_,Capt,Grubb W. N.,Ejection,POW (died),_,_,17.466666666666665,106.26666666666667
1966-01-28,0813D,A-1E,52132412,BHA,3TFW,_,,_,Personnel and building,/9,Dive,0,0,1000,180,At target,_,_,SVn,SVn,Moderate gunfire,_,Maj,McPherson F. L.,Crash,KIA,_,_,11.2,106.23333333333333
1966-01-31,0310D,F-105D,610210,KRT,388TFW,469TFS,,_,Barges,2000/5,_,0,0,1300,400,Return,_,Y,NVn,NVn,37mm AAA (prob.),_,Capt,Hamilton E. D.,_,MIA,_,_,18.516666666666666,105.8
1966-01-31,0645D,A-1E,52132464,PLK,2AD,1ACS,,_,_,10000/9,Level,0,0,300,0,At target,Right wing,Y,LS,LS,37mm AAA,N,Capt,Gearheart J. R.,Crashlanded,Recovered,_,_,,
1966-02-03,0855D,C-123,554537,KSN,315ACG,311ACS,,_,_,3000/7,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Maj,Carter J. L.,_,KIA,_,_,,
1966-02-09,1940N,B-57,521575,DNG,_,13TBS,,_,_,/7,_,0,0,0,0,_,_,_,LS,LS,Gunfire,_,Capt,Hunter R. P. Jr,Ejection,KIA,_,_,16.866666666666667,106.08333333333333
1966-02-14,0535D,A-1E,52132665,PLK,2AD,1ACS,,_,_,/..,Strafe,3,0,0,0,At target,_,_,LS,LS,Gunfire,_,Maj,Hills J. R.,Crash,KIA,_,_,15.45,106.96666666666667
1966-02-15,0200D,A-1E,52133885,NKP,3TFW,3CSG,,_,_,/9,Dive,0,0,3500,240,On station,_,Y,LS,LS,Gunfire,N,Maj,Mauterer,Ejection,MIA,_,_,17.416666666666668,105.66666666666667
1966-02-19,0303D,F-105D,624251,TKL,355TFW,354TFS,,_,_,/5,_,0,0,1000,400,At target,_,_,LS,LS,Heavy 37mm AAA,_,Capt,Green R. C.,Ejection,Recovered,Minor injuries,USAF Helo,17.566666666666666,105.71666666666667
1966-02-21,0435D,B-57,521523,DNG,_,8TBS,,_,_,/..,Strafe,0,0,0,0,At target,_,Y,SVn,SVn,Gunfire,N,Capt,Stanley J. T.,Ejection,Recovered,Minor injuries,Army Helo,17.5,106.5
1966-02-21,1140Ds,F-4C,640728,UBN,8TFW,8FMS,,_,Trucks,/..,_,0,0,1500,0,At target,_,Y,LS,LS,Gunfire,p,Capt,Moore J. L. Jr,Ejection,Recovered,Minor injuries,USAF Helo,19.5,103.35
1966-02-24,0430D,A-1E,52132908,PLK,6254CS,1ACS,,_,RESCAP for Condole 82,8000/9,Dive,0,0,4000,140,At target,Fuselage,Y,LS,LS,Heavy automatic weapons,_,Capt,Hetrick R. H.,Crash,KIA,_,_,16.683333333333334,106.33333333333333
1966-02-25,0746D,RB-66C,540457,TKL,41TRW,_,,_,Jamming,/..,_,0,0,30000,450,_,_,N,NVn,Sea,SAM,N,Maj,Walker R. P.,Ejection,Recovered,Minor injuries,USN Helo,17.683333333333334,107.31666666666666
1966-02-26,0358D,F-105D,610215,KRT,388TFW,421TFS,,_,_,/..,Strafe,0,0,3000,0,At target,_,Y,LS,LS,Gunfire,N,Capt,Boyd C. G.,Ejection,Recovered,Minor injuries,USAF Helo,17.833333333333332,105.16666666666667
1966-02-27,1930N,F-4C,640742,UBN,_,433TFS,,_,Vehicle,/5,Level,0,0,1000,450,At target,Left wing,Y,LS,THL,Automatic weapons,N,Capt,Kahl J. C.,Ejection,Recovered,Uninjured,u Helo,15.416666666666666,104.83333333333333
1966-03-02,0715D,O-1E,562529,PLK,2AD,21TASS,,_,_,/..,_,0,0,0,0,_,Center fuselage,Y,SVn,SVn,Gunfire,_,Capt,Meiners P. A.,Crash,KIA,_,_,,
1966-03-04,0750D,O-1E,542499,QNN,2AD,21TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Maj,Andrews S. M.,_,MIA,_,_,,
1966-03-05,0158D,F-100,553780,TSN,_,416TFS,,_,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,N,Capt,McCallum P. V.,Ejection,Recovered,Uninjured,_,11.15,106.58333333333333
1966-03-07,0217D,F-105D,624219,TKL,355TFW,357TFS,,_,Vehicle,/..,Strafe,0,0,0,0,At target,_,Y,NVn,NVn,Light AAA,N,Capt,Smith H. V.,_,MIA,Minor injuries,_,19.833333333333332,105.43333333333334
1966-03-07,0249D,F-105D,624410,KRT,388TFW,469TFS,,_,_,/..,_,0,0,0,0,At target,_,_,NVn,NVn,57mm AAA,_,Maj,Hutto J. L.,Ejection,Recovered,Minor injuries,USAF Helo,17.9,105.76666666666667
1966-03-07,0320Ds,RF-101C,560043,UDN,460TRW,45TRS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,SAM (prob),_,Capt,Wright J. A. Jr,_,MIA,_,_,19.833333333333332,105.58333333333333
1966-03-07,0320D,RF-101C,560220,UDN,460TRW,18TRS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,SAM (prob.),_,Capt,Page G. L.,_,KIA,_,_,19.833333333333332,105.58333333333333
1966-03-09,0512D,AC-47,4476290,DNG,2AD,4ACS,,_,VietCong attacking outpost,1000/2,Orbit,0,0,1000,120,At target,Right engine,_,SVn,SVn,Heavy automatic weapons,_,Capt,Collins W. M.,Crashlanded,KIA,_,_,16.2,107.41666666666667
1966-03-10,0345D,A-1E,52133867,NTR,6253CS,602ACS,,_,Special Forces camp defense,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,N,Maj,Myers D. W.,Crashlanded,Recovered,_,USAF a/c,16.133333333333333,107.33333333333333
1966-03-12,0804D,A-1E,52133864,PLK,6254CS,1ACS,,_,Anti-aircraft gun position,1500/5,Strafe,0,0,2000,280,At target,_,_,SVn,SVn,Heavy automatic weapons,N,Maj,Blaylock M. E.,Ejection,Recovered,Uninjured,u Helo,15.883333333333333,107.5
1966-03-13,0240D,AC-47,4349268,DNG,2AD,4ACS,,_,Route 92,/..,_,0,0,0,0,_,_,_,LS,LS,(Combat associated),_,Capt,Henninger H. W.,_,MIA,_,_,,
1966-03-14,0828D,F-4C,640740,DNG,35TFW,480TFS,,_,_,/..,_,0,0,2000,0,_,Engine,Y,NVn,Sea,Heavy gunfire,N,Maj,Peerson J. M.,Ejection,Recovered,Minor injuries,USN Helo,19.333333333333332,105.81666666666666
1966-03-14,0924D,F-100D,553793,BHA,3TFW,90TFS,,_,_,/..,Strafe,3,0,0,0,At target,_,_,SVn,SVn,(Combat associated),p,Capt,Klute K. E.,Crash,KIA,_,_,,
1966-03-14,0956D,HU-16B,510071,DNG,MAC,ARRS,,_,RESCAP for Dodge 0  (loss 226),/..,Orbit,0,0,0,0,On station,_,Y,NVn,Sea,Gunfire,_,Capt,Westenbarger D. P.,Crash,Recovered,Minor injuries,USN Helo,19.333333333333332,105.83333333333333
1966-03-15,0513D,O-1E,562530,KSN,2AD,22TASS,,_,_,/..,_,0,0,0,0,On station,_,_,LS,LS,Gunfire,_,Capt,Holmes D. H.,_,MIA,_,_,16.783333333333335,106.68333333333334
1966-03-15,1112D,F-4C,640732,UBN,8TFW,497TFS,,_,Truck Route 19,17000/5,Strafe,0,0,4500,0,At target,_,Y,NVn,NVn,Gunfire,_,LtCol,Stewart P. J.,_,MIA,_,_,21.366666666666667,103.0
